role,jobTitle,location,salary
manager,Sales Manager,San Francisco,157364
employee,Sales Development Rep,Los Angeles,112136
employee,Account Executive,Austin,117536
employee,Senior Software Engineer,New York,80134
employee,Graphic Designer,Denver,99735
hr,HR Business Partner,Atlanta,81292
employee,SEO Specialist,Seattle,133295
manager,Director of Operations,San Francisco,174057
employee,Cloud Architect,Los Angeles,97623
employee,Graphic Designer,Denver,95473
manager,Product Manager,Seattle,137094
employee,Senior Software Engineer,Chicago,74265
employee,QA Tester,Los Angeles,84814
manager,Project Manager,Boston,133556
employee,SEO Specialist,Atlanta,108780
employee,Software Engineer,Atlanta,63147
employee,Software Engineer,New York,81303
employee,Cloud Architect,Boston,107252
hr,HR Generalist,Atlanta,67203
employee,Graphic Designer,Miami,101796
employee,Sales Development Rep,Miami,113439
employee,DevOps Engineer,Denver,88097
employee,DevOps Engineer,Boston,94618
employee,QA Tester,Seattle,90411
employee,Software Engineer,Seattle,75378
hr,HR Business Partner,New York,99587
employee,Software Engineer,San Francisco,80436
employee,DevOps Engineer,Boston,94903
employee,DevOps Engineer,Los Angeles,88906
employee,Senior Software Engineer,Boston,80652
employee,UI/UX Designer,Austin,100126
manager,Project Manager,Denver,111941
manager,Sales Manager,San Francisco,161219
employee,Account Executive,Denver,113748
employee,Graphic Designer,San Francisco,129453
employee,QA Tester,San Francisco,98959
employee,Graphic Designer,Miami,97959
manager,Product Manager,Seattle,132377
employee,Sales Development Rep,Denver,101209
employee,Senior Software Engineer,Miami,69819
hr,HR Generalist,Miami,72957
employee,QA Tester,Seattle,89912
employee,Sales Development Rep,Los Angeles,116550
employee,QA Tester,Miami,80282
employee,Senior Software Engineer,New York,80310
employee,SEO Specialist,Seattle,129744
employee,Sales Development Rep,San Francisco,129055
employee,Senior Software Engineer,New York,83875
employee,SEO Specialist,Atlanta,116430
employee,SEO Specialist,Seattle,140853
employee,QA Tester,Los Angeles,92299
employee,Software Engineer,Chicago,68425
hr,HR Business Partner,Miami,86245
employee,Graphic Designer,Miami,107080
employee,QA Tester,Austin,80102
employee,Software Engineer,Miami,65772
manager,Engineering Manager,Chicago,137579
employee,Software Engineer,Miami,68178
employee,Software Engineer,Austin,65815
employee,Account Executive,New York,134120
employee,Graphic Designer,Miami,98029
manager,Engineering Manager,Boston,142117
employee,Cloud Architect,Boston,104712
employee,Data Scientist,Boston,90183
employee,Senior Software Engineer,Denver,68823
employee,SEO Specialist,New York,140585
employee,Graphic Designer,Boston,111419
employee,Graphic Designer,New York,121601
employee,QA Tester,Chicago,85894
employee,Marketing Coordinator,Denver,113488
employee,QA Tester,San Francisco,95093
employee,Marketing Coordinator,Los Angeles,128986
employee,DevOps Engineer,Atlanta,76771
employee,QA Tester,New York,94229
employee,Senior Software Engineer,Chicago,71603
employee,Senior Software Engineer,Austin,70906
employee,Graphic Designer,Chicago,101346
manager,Director of Operations,Seattle,154461
employee,Marketing Coordinator,Seattle,130962
employee,Data Scientist,Miami,77140
employee,QA Tester,San Francisco,97903
hr,HR Business Partner,Miami,82344
manager,Project Manager,Los Angeles,126665
employee,SEO Specialist,Denver,114434
manager,Product Manager,Miami,129358
employee,Account Executive,San Francisco,137575
hr,HR Generalist,Seattle,83816
manager,Product Manager,Austin,125990
employee,Graphic Designer,New York,114131
employee,Account Executive,Chicago,114003
employee,SEO Specialist,Denver,122457
employee,Account Executive,Los Angeles,121207
employee,SEO Specialist,Austin,119412
employee,UI/UX Designer,Atlanta,92584
employee,Senior Software Engineer,San Francisco,83196
manager,Director of Operations,Seattle,147755
employee,Software Engineer,Chicago,67086
employee,QA Tester,Austin,82559
employee,Software Engineer,Miami,64418
hr,Compensation Analyst,Los Angeles,97366
employee,SEO Specialist,Atlanta,117654
employee,Sales Development Rep,Austin,109741
manager,Director of Operations,Los Angeles,150179
manager,Project Manager,Atlanta,113774
employee,Cloud Architect,New York,104149
manager,Engineering Manager,Austin,128177
employee,Data Scientist,Los Angeles,82449
employee,Cloud Architect,Atlanta,86098
employee,Software Engineer,Austin,64744
employee,UI/UX Designer,Los Angeles,108306
employee,Data Scientist,New York,89736
employee,Software Engineer,Austin,64096
employee,Marketing Coordinator,Seattle,125216
employee,QA Tester,Los Angeles,83844
employee,UI/UX Designer,Miami,99065
employee,Software Engineer,New York,75511
hr,Compensation Analyst,Austin,88611
employee,QA Tester,Atlanta,75099
employee,Data Scientist,Boston,84399
employee,SEO Specialist,Boston,143624
employee,UI/UX Designer,Boston,112489
employee,Marketing Coordinator,Los Angeles,125702
employee,SEO Specialist,Los Angeles,129252
employee,Sales Development Rep,Boston,126311
employee,Marketing Coordinator,Los Angeles,129310
employee,Marketing Coordinator,San Francisco,139522
employee,QA Tester,Los Angeles,92315
manager,Project Manager,Los Angeles,124704
manager,Sales Manager,New York,157382
employee,Cloud Architect,Seattle,103225
employee,UI/UX Designer,Seattle,109840
employee,UI/UX Designer,Austin,95288
employee,QA Tester,Austin,80395
employee,Marketing Coordinator,San Francisco,139792
employee,SEO Specialist,Denver,121177
employee,Senior Software Engineer,Boston,83522
employee,Graphic Designer,San Francisco,130320
employee,UI/UX Designer,Los Angeles,108670
manager,Project Manager,San Francisco,137802
manager,Engineering Manager,Miami,137269
employee,Account Executive,Austin,113578
employee,QA Tester,Austin,78530
manager,Engineering Manager,Austin,136434
employee,UI/UX Designer,Miami,93226
hr,HR Business Partner,Los Angeles,93839
employee,UI/UX Designer,Chicago,98663
manager,Director of Operations,Chicago,136613
employee,Cloud Architect,Atlanta,82841
employee,QA Tester,Denver,81702
employee,Data Scientist,Denver,74695
manager,Project Manager,Boston,131115
employee,Data Scientist,Miami,80731
employee,SEO Specialist,Boston,131930
manager,Sales Manager,Austin,125771
employee,Sales Development Rep,San Francisco,133815
employee,QA Tester,New York,93193
employee,Data Scientist,Chicago,82264
employee,Software Engineer,Austin,67660
employee,Account Executive,Seattle,126572
employee,UI/UX Designer,Atlanta,90786
manager,Sales Manager,Boston,140747
manager,Product Manager,Los Angeles,129211
hr,Technical Recruiter,Chicago,84649
hr,HR Generalist,Miami,75160
employee,SEO Specialist,Denver,118057
employee,DevOps Engineer,San Francisco,102063
employee,QA Tester,Denver,82767
employee,Senior Software Engineer,New York,81852
employee,Software Engineer,San Francisco,81210
employee,SEO Specialist,Denver,123516
employee,Marketing Coordinator,Seattle,130646
hr,Technical Recruiter,Seattle,87328
employee,Graphic Designer,Miami,102812
employee,Marketing Coordinator,Denver,120309
employee,DevOps Engineer,Miami,90873
employee,Senior Software Engineer,Seattle,82280
employee,Sales Development Rep,San Francisco,137673
employee,UI/UX Designer,Denver,97439
employee,DevOps Engineer,Miami,91869
employee,Software Engineer,San Francisco,81604
employee,Sales Development Rep,Seattle,119448
hr,HR Business Partner,Boston,92896
employee,Software Engineer,Chicago,67328
employee,Cloud Architect,Los Angeles,95265
employee,Software Engineer,Chicago,69975
employee,DevOps Engineer,Atlanta,83093
employee,UI/UX Designer,Boston,113131
employee,QA Tester,Boston,92550
employee,Sales Development Rep,Denver,101974
employee,QA Tester,Boston,90541
manager,Engineering Manager,Boston,145499
employee,Software Engineer,Seattle,71582
employee,Data Scientist,Denver,72350
manager,Sales Manager,Chicago,125619
employee,Cloud Architect,San Francisco,110831
employee,Cloud Architect,Atlanta,88847
employee,UI/UX Designer,Seattle,103498
hr,Technical Recruiter,Denver,80801
manager,Product Manager,Atlanta,112634
employee,Graphic Designer,Los Angeles,113425
employee,Software Engineer,Boston,78288
employee,Senior Software Engineer,Denver,68277
hr,HR Business Partner,Miami,87673
employee,Marketing Coordinator,Atlanta,114692
employee,Graphic Designer,Chicago,104698
manager,Director of Operations,Miami,142427
employee,Cloud Architect,New York,110479
employee,Senior Software Engineer,Chicago,72170
employee,Marketing Coordinator,Seattle,126433
employee,Data Scientist,Atlanta,71828
employee,SEO Specialist,San Francisco,149587
employee,Graphic Designer,Denver,97805
employee,Marketing Coordinator,Miami,119066
employee,UI/UX Designer,Austin,100286
employee,SEO Specialist,Los Angeles,130957
employee,Marketing Coordinator,New York,138574
employee,Cloud Architect,Miami,97102
employee,Data Scientist,Boston,88725
employee,SEO Specialist,Chicago,129804
employee,Senior Software Engineer,San Francisco,91853
employee,Sales Development Rep,Boston,120720
manager,Sales Manager,Boston,148255
employee,Data Scientist,Boston,84412
employee,QA Tester,Los Angeles,87500
employee,DevOps Engineer,Atlanta,81485
employee,Graphic Designer,Denver,101361
employee,Data Scientist,Atlanta,74377
employee,QA Tester,Seattle,89496
hr,HR Generalist,Chicago,72795
employee,Marketing Coordinator,San Francisco,138061
employee,Marketing Coordinator,Denver,112617
hr,Technical Recruiter,Chicago,80721
employee,UI/UX Designer,San Francisco,114630
employee,Senior Software Engineer,Seattle,76204
employee,Sales Development Rep,Atlanta,99177
employee,Data Scientist,Denver,74547
manager,Sales Manager,Miami,123537
employee,Marketing Coordinator,Chicago,118284
employee,SEO Specialist,Austin,117160
manager,Sales Manager,Atlanta,117421
employee,Cloud Architect,Chicago,97888
employee,Sales Development Rep,Atlanta,95221
employee,Data Scientist,Chicago,79359
employee,Account Executive,Miami,108873
employee,DevOps Engineer,San Francisco,102838
manager,Product Manager,Denver,124570
employee,SEO Specialist,Los Angeles,138242
employee,Graphic Designer,Chicago,105474
manager,Product Manager,Chicago,119723
employee,SEO Specialist,Denver,122171
employee,Account Executive,Atlanta,107228
employee,DevOps Engineer,Los Angeles,96174
manager,Engineering Manager,New York,152112
employee,Senior Software Engineer,San Francisco,90380
employee,Software Engineer,Boston,73745
manager,Sales Manager,Miami,131216
employee,Sales Development Rep,Chicago,107068
employee,Cloud Architect,Austin,88609
employee,SEO Specialist,Chicago,120840
manager,Director of Operations,Boston,151520
employee,Graphic Designer,Los Angeles,105793
hr,HR Business Partner,New York,93578
manager,Product Manager,Miami,126629
employee,Data Scientist,Los Angeles,85253
hr,Compensation Analyst,Los Angeles,93807
employee,Cloud Architect,Chicago,91160
employee,UI/UX Designer,Boston,109441
employee,Graphic Designer,New York,116434
manager,Project Manager,San Francisco,140880
employee,Sales Development Rep,New York,131030
employee,Software Engineer,Miami,70059
employee,Marketing Coordinator,San Francisco,144929
employee,Senior Software Engineer,Miami,75699
employee,SEO Specialist,Atlanta,119075
manager,Project Manager,San Francisco,136614
employee,DevOps Engineer,Los Angeles,90694
employee,Account Executive,Austin,114575
hr,Technical Recruiter,Denver,75664
employee,Graphic Designer,Denver,102619
employee,QA Tester,Miami,79243
employee,Marketing Coordinator,San Francisco,137275
employee,Senior Software Engineer,New York,87410
employee,Graphic Designer,San Francisco,121061
employee,Marketing Coordinator,San Francisco,136996
employee,QA Tester,Atlanta,75163
employee,Senior Software Engineer,Austin,68369
manager,Director of Operations,New York,155465
employee,Software Engineer,Boston,72534
hr,Technical Recruiter,Boston,89084
employee,Software Engineer,Seattle,74049
employee,Senior Software Engineer,Chicago,76667
employee,Marketing Coordinator,Atlanta,112408
employee,Cloud Architect,New York,107399
hr,Compensation Analyst,Seattle,97217
employee,Data Scientist,Denver,76315
employee,Data Scientist,Los Angeles,86499
employee,Cloud Architect,Chicago,91372
employee,Cloud Architect,Boston,105195
employee,DevOps Engineer,Atlanta,80506
employee,Marketing Coordinator,Los Angeles,124636
employee,DevOps Engineer,Austin,85164
employee,UI/UX Designer,Atlanta,87813
hr,HR Generalist,Los Angeles,75603
employee,Data Scientist,Seattle,79872
employee,Software Engineer,Los Angeles,69382
employee,Marketing Coordinator,Chicago,116795
employee,DevOps Engineer,Boston,98867
employee,SEO Specialist,Denver,118483
employee,Marketing Coordinator,Boston,132293
employee,QA Tester,Chicago,87204
employee,Senior Software Engineer,Boston,79149
employee,Cloud Architect,New York,103485
manager,Engineering Manager,San Francisco,166263
employee,QA Tester,Denver,77366
employee,QA Tester,Atlanta,75387
employee,Marketing Coordinator,Denver,120469
hr,HR Generalist,Austin,76111
employee,Account Executive,Atlanta,106292
employee,SEO Specialist,San Francisco,154982
manager,Project Manager,Chicago,124078
employee,Marketing Coordinator,Los Angeles,129353
employee,UI/UX Designer,Denver,91021
employee,DevOps Engineer,Denver,82207
manager,Project Manager,Miami,123369
employee,Sales Development Rep,Miami,110064
employee,Marketing Coordinator,Boston,137555
employee,Graphic Designer,Miami,101770
manager,Director of Operations,Denver,137364
employee,Data Scientist,Denver,75328
employee,SEO Specialist,Boston,144621
hr,HR Generalist,Miami,73545
employee,Data Scientist,San Francisco,90106
employee,Software Engineer,New York,80243
employee,Sales Development Rep,Seattle,116776
hr,HR Generalist,Atlanta,66718
employee,Sales Development Rep,San Francisco,133244
hr,Compensation Analyst,Boston,95944
hr,HR Business Partner,Chicago,82057
employee,Senior Software Engineer,Atlanta,66210
employee,UI/UX Designer,New York,111376
employee,DevOps Engineer,Boston,101747
hr,Technical Recruiter,Atlanta,72023
hr,Technical Recruiter,Boston,90671
employee,UI/UX Designer,Seattle,104615
employee,Cloud Architect,Atlanta,88283
hr,HR Business Partner,Denver,78958
hr,HR Generalist,Seattle,79832
employee,Sales Development Rep,Chicago,114744
employee,Sales Development Rep,Boston,122917
employee,SEO Specialist,Austin,117782
employee,UI/UX Designer,Los Angeles,107870
employee,Marketing Coordinator,Seattle,122525
